INFO 2025-06-12 22:05:01,017 autoreload 64871 8810225408 Watching for file changes with StatReloader
INFO 2025-06-25 10:51:51,970 _client 7501 14229204992 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO 2025-06-25 10:51:52,030 ai_service 7501 14229204992 Consulta procesada exitosamente en 8.99s
INFO 2025-06-25 10:51:52,030 agent_manager 7501 14229204992 Interacción procesada - Agente: tutor, Query: 'Cuál es el propósito principal de la Guía Docente ...', Response time: 8.99s
ERROR 2025-06-25 10:51:52,031 conversation_memory 7501 14229204992 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
ERROR 2025-06-25 10:51:52,033 conversation_memory 7501 14229204992 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
WARNING 2025-06-25 10:57:11,733 ai_service 7501 14250225664 Claude API key no configurada
INFO 2025-06-25 10:57:11,736 agent_manager 7501 14250225664 ✅ Tutor Agent inicializado
WARNING 2025-06-25 10:57:11,747 ai_service 7501 14250225664 Claude API key no configurada
INFO 2025-06-25 10:57:11,747 agent_manager 7501 14250225664 ✅ Evaluator Agent inicializado
WARNING 2025-06-25 10:57:11,755 ai_service 7501 14250225664 Claude API key no configurada
INFO 2025-06-25 10:57:11,755 agent_manager 7501 14250225664 ✅ Counselor Agent inicializado
WARNING 2025-06-25 10:57:11,762 ai_service 7501 14250225664 Claude API key no configurada
INFO 2025-06-25 10:57:11,762 agent_manager 7501 14250225664 ✅ Curriculum Agent inicializado
WARNING 2025-06-25 10:57:11,768 ai_service 7501 14250225664 Claude API key no configurada
INFO 2025-06-25 10:57:11,768 agent_manager 7501 14250225664 ✅ Analytics Agent inicializado
INFO 2025-06-25 10:57:11,769 agent_manager 7501 14250225664 AgentManager inicializado con 5 agentes
INFO 2025-06-25 10:57:11,772 SentenceTransformer 7501 14250225664 Use pytorch device_name: mps
INFO 2025-06-25 10:57:11,772 SentenceTransformer 7501 14250225664 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 10:57:14,790 enhanced_rag 7501 14250225664 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 10:57:14,832 enhanced_rag 7501 14250225664 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 10:57:14,833 conversation_memory 7501 14250225664 ConversationMemory inicializada para maría-gonzález/tutor
ERROR 2025-06-25 10:57:14,835 conversation_memory 7501 14250225664 Error obteniendo contexto: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 10:57:15,541 enhanced_rag 7501 14250225664 No se encontraron documentos para el usuario maría-gonzález
ERROR 2025-06-25 10:57:15,541 conversation_memory 7501 14250225664 Error obteniendo metadatos: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 10:57:15,552 ai_service 7501 14250225664 Procesando consulta con OpenAI - Tokens: 691
INFO 2025-06-25 10:57:22,342 _client 7501 14250225664 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO 2025-06-25 10:57:22,347 ai_service 7501 14250225664 Consulta procesada exitosamente en 6.81s
INFO 2025-06-25 10:57:22,347 agent_manager 7501 14250225664 Interacción procesada - Agente: tutor, Query: 'de que trata la clase 1?...', Response time: 6.81s
ERROR 2025-06-25 10:57:22,348 conversation_memory 7501 14250225664 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
ERROR 2025-06-25 10:57:22,348 conversation_memory 7501 14250225664 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
WARNING 2025-06-25 11:00:31,240 ai_service 7501 14245982208 Claude API key no configurada
INFO 2025-06-25 11:00:31,242 agent_manager 7501 14245982208 ✅ Tutor Agent inicializado
WARNING 2025-06-25 11:00:31,267 ai_service 7501 14245982208 Claude API key no configurada
INFO 2025-06-25 11:00:31,267 agent_manager 7501 14245982208 ✅ Evaluator Agent inicializado
WARNING 2025-06-25 11:00:31,292 ai_service 7501 14245982208 Claude API key no configurada
INFO 2025-06-25 11:00:31,292 agent_manager 7501 14245982208 ✅ Counselor Agent inicializado
WARNING 2025-06-25 11:00:31,301 ai_service 7501 14245982208 Claude API key no configurada
INFO 2025-06-25 11:00:31,302 agent_manager 7501 14245982208 ✅ Curriculum Agent inicializado
WARNING 2025-06-25 11:00:31,309 ai_service 7501 14245982208 Claude API key no configurada
INFO 2025-06-25 11:00:31,310 agent_manager 7501 14245982208 ✅ Analytics Agent inicializado
INFO 2025-06-25 11:00:31,311 agent_manager 7501 14245982208 AgentManager inicializado con 5 agentes
INFO 2025-06-25 11:00:31,320 SentenceTransformer 7501 14245982208 Use pytorch device_name: mps
INFO 2025-06-25 11:00:31,320 SentenceTransformer 7501 14245982208 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 11:00:34,984 enhanced_rag 7501 14245982208 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 11:00:35,048 enhanced_rag 7501 14245982208 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 11:00:35,052 conversation_memory 7501 14245982208 ConversationMemory inicializada para maría-gonzález/tutor
ERROR 2025-06-25 11:00:35,055 conversation_memory 7501 14245982208 Error obteniendo contexto: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 11:00:35,928 enhanced_rag 7501 14245982208 No se encontraron documentos para el usuario maría-gonzález
ERROR 2025-06-25 11:00:35,929 conversation_memory 7501 14245982208 Error obteniendo metadatos: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 11:00:35,951 ai_service 7501 14245982208 Procesando consulta con OpenAI - Tokens: 693
INFO 2025-06-25 11:00:38,956 _client 7501 14245982208 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO 2025-06-25 11:00:38,983 ai_service 7501 14245982208 Consulta procesada exitosamente en 3.05s
INFO 2025-06-25 11:00:38,983 agent_manager 7501 14245982208 Interacción procesada - Agente: tutor, Query: 'Necesito ayuda con Matemáticas...', Response time: 3.05s
ERROR 2025-06-25 11:00:38,984 conversation_memory 7501 14245982208 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
ERROR 2025-06-25 11:00:38,985 conversation_memory 7501 14245982208 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
WARNING 2025-06-25 11:01:16,202 ai_service 7501 14393110528 Claude API key no configurada
INFO 2025-06-25 11:01:16,203 agent_manager 7501 14393110528 ✅ Tutor Agent inicializado
WARNING 2025-06-25 11:01:16,211 ai_service 7501 14393110528 Claude API key no configurada
INFO 2025-06-25 11:01:16,212 agent_manager 7501 14393110528 ✅ Evaluator Agent inicializado
WARNING 2025-06-25 11:01:16,224 ai_service 7501 14393110528 Claude API key no configurada
INFO 2025-06-25 11:01:16,225 agent_manager 7501 14393110528 ✅ Counselor Agent inicializado
WARNING 2025-06-25 11:01:16,233 ai_service 7501 14393110528 Claude API key no configurada
INFO 2025-06-25 11:01:16,233 agent_manager 7501 14393110528 ✅ Curriculum Agent inicializado
WARNING 2025-06-25 11:01:16,239 ai_service 7501 14393110528 Claude API key no configurada
INFO 2025-06-25 11:01:16,240 agent_manager 7501 14393110528 ✅ Analytics Agent inicializado
INFO 2025-06-25 11:01:16,240 agent_manager 7501 14393110528 AgentManager inicializado con 5 agentes
INFO 2025-06-25 11:01:16,241 SentenceTransformer 7501 14393110528 Use pytorch device_name: mps
INFO 2025-06-25 11:01:16,241 SentenceTransformer 7501 14393110528 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 11:01:19,026 enhanced_rag 7501 14393110528 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 11:01:19,061 enhanced_rag 7501 14393110528 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 11:01:19,063 conversation_memory 7501 14393110528 ConversationMemory inicializada para maría-gonzález/tutor
ERROR 2025-06-25 11:01:19,065 conversation_memory 7501 14393110528 Error obteniendo contexto: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 11:01:19,667 enhanced_rag 7501 14393110528 No se encontraron documentos para el usuario maría-gonzález
ERROR 2025-06-25 11:01:19,667 conversation_memory 7501 14393110528 Error obteniendo metadatos: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 11:01:19,676 ai_service 7501 14393110528 Procesando consulta con OpenAI - Tokens: 690
INFO 2025-06-25 11:01:21,249 _client 7501 14393110528 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO 2025-06-25 11:01:21,257 ai_service 7501 14393110528 Consulta procesada exitosamente en 1.59s
INFO 2025-06-25 11:01:21,258 agent_manager 7501 14393110528 Interacción procesada - Agente: tutor, Query: 'Hola, me llamo Juan....', Response time: 1.59s
ERROR 2025-06-25 11:01:21,260 conversation_memory 7501 14393110528 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
ERROR 2025-06-25 11:01:21,261 conversation_memory 7501 14393110528 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
WARNING 2025-06-25 11:01:25,514 ai_service 7501 14427385856 Claude API key no configurada
INFO 2025-06-25 11:01:25,514 agent_manager 7501 14427385856 ✅ Tutor Agent inicializado
WARNING 2025-06-25 11:01:25,525 ai_service 7501 14427385856 Claude API key no configurada
INFO 2025-06-25 11:01:25,525 agent_manager 7501 14427385856 ✅ Evaluator Agent inicializado
WARNING 2025-06-25 11:01:25,532 ai_service 7501 14427385856 Claude API key no configurada
INFO 2025-06-25 11:01:25,532 agent_manager 7501 14427385856 ✅ Counselor Agent inicializado
WARNING 2025-06-25 11:01:25,538 ai_service 7501 14427385856 Claude API key no configurada
INFO 2025-06-25 11:01:25,539 agent_manager 7501 14427385856 ✅ Curriculum Agent inicializado
WARNING 2025-06-25 11:01:25,546 ai_service 7501 14427385856 Claude API key no configurada
INFO 2025-06-25 11:01:25,546 agent_manager 7501 14427385856 ✅ Analytics Agent inicializado
INFO 2025-06-25 11:01:25,546 agent_manager 7501 14427385856 AgentManager inicializado con 5 agentes
INFO 2025-06-25 11:01:25,547 SentenceTransformer 7501 14427385856 Use pytorch device_name: mps
INFO 2025-06-25 11:01:25,547 SentenceTransformer 7501 14427385856 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 11:01:28,117 enhanced_rag 7501 14427385856 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 11:01:28,126 enhanced_rag 7501 14427385856 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 11:01:28,129 conversation_memory 7501 14427385856 ConversationMemory inicializada para maría-gonzález/tutor
ERROR 2025-06-25 11:01:28,131 conversation_memory 7501 14427385856 Error obteniendo contexto: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 11:01:28,584 enhanced_rag 7501 14427385856 No se encontraron documentos para el usuario maría-gonzález
ERROR 2025-06-25 11:01:28,585 conversation_memory 7501 14427385856 Error obteniendo metadatos: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 11:01:28,588 ai_service 7501 14427385856 Procesando consulta con OpenAI - Tokens: 688
INFO 2025-06-25 11:01:31,275 _client 7501 14427385856 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO 2025-06-25 11:01:31,277 ai_service 7501 14427385856 Consulta procesada exitosamente en 2.69s
INFO 2025-06-25 11:01:31,277 agent_manager 7501 14427385856 Interacción procesada - Agente: tutor, Query: 'como me llamo?...', Response time: 2.69s
ERROR 2025-06-25 11:01:31,278 conversation_memory 7501 14427385856 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
ERROR 2025-06-25 11:01:31,279 conversation_memory 7501 14427385856 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
WARNING 2025-06-25 11:15:49,012 log 7501 14448406528 Bad Request: /api/agents/upload-file/
WARNING 2025-06-25 11:15:50,079 log 7501 14427385856 Bad Request: /api/agents/upload-file/
WARNING 2025-06-25 11:15:51,127 log 7501 14448406528 Bad Request: /api/agents/upload-file/
WARNING 2025-06-25 11:15:52,291 log 7501 14465232896 Bad Request: /api/agents/upload-file/
WARNING 2025-06-25 11:15:53,430 log 7501 14482059264 Bad Request: /api/agents/upload-file/
WARNING 2025-06-25 11:16:08,510 log 7501 14498885632 Bad Request: /api/agents/upload-file/
WARNING 2025-06-25 11:16:09,563 log 7501 14515712000 Bad Request: /api/agents/upload-file/
WARNING 2025-06-25 11:16:10,597 log 7501 14532538368 Bad Request: /api/agents/upload-file/
WARNING 2025-06-25 11:16:11,738 log 7501 14549364736 Bad Request: /api/agents/upload-file/
WARNING 2025-06-25 11:16:12,859 log 7501 14566191104 Bad Request: /api/agents/upload-file/
INFO 2025-06-25 11:16:34,895 autoreload 7501 8413437696 /Users/eudesz/Documents/MySpace/Chat_agent_AI/Archivo/apps/agents/views.py changed, reloading.
INFO 2025-06-25 11:16:39,601 autoreload 19006 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 11:17:31,847 autoreload 19006 8413437696 /Users/eudesz/Documents/MySpace/Chat_agent_AI/Archivo/apps/agents/views.py changed, reloading.
INFO 2025-06-25 11:17:33,113 autoreload 19217 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 11:17:54,793 autoreload 19217 8413437696 /Users/eudesz/Documents/MySpace/Chat_agent_AI/Archivo/apps/agents/views.py changed, reloading.
INFO 2025-06-25 11:17:56,049 autoreload 19321 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 11:18:48,715 autoreload 19813 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 11:19:11,085 autoreload 19321 8413437696 /Users/eudesz/Documents/MySpace/Chat_agent_AI/Archivo/apps/agents/views.py changed, reloading.
INFO 2025-06-25 11:19:11,816 autoreload 19813 8413437696 /Users/eudesz/Documents/MySpace/Chat_agent_AI/Archivo/apps/agents/views.py changed, reloading.
INFO 2025-06-25 11:19:12,743 autoreload 19920 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 11:19:12,951 autoreload 19921 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 11:19:17,960 autoreload 19959 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 11:19:23,028 SentenceTransformer 19920 6350843904 Use pytorch device_name: mps
INFO 2025-06-25 11:19:23,028 SentenceTransformer 19920 6350843904 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 11:19:26,169 enhanced_rag 19920 6350843904 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 11:19:26,469 enhanced_rag 19920 6350843904 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 11:19:31,328 enhanced_rag 19920 6350843904 Documento procesado: doc_20250625_111930 - 609 chunks para usuario default-user
INFO 2025-06-25 11:19:32,767 SentenceTransformer 19920 14559506432 Use pytorch device_name: mps
INFO 2025-06-25 11:19:32,767 SentenceTransformer 19920 14559506432 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 11:19:35,894 enhanced_rag 19920 14559506432 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 11:19:35,940 enhanced_rag 19920 14559506432 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 11:19:39,900 enhanced_rag 19920 14559506432 Documento procesado: doc_20250625_111939 - 585 chunks para usuario default-user
INFO 2025-06-25 11:19:41,119 SentenceTransformer 19920 14731472896 Use pytorch device_name: mps
INFO 2025-06-25 11:19:41,119 SentenceTransformer 19920 14731472896 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 11:19:44,249 enhanced_rag 19920 14731472896 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 11:19:44,268 enhanced_rag 19920 14731472896 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 11:19:45,093 enhanced_rag 19920 14731472896 Documento procesado: doc_20250625_111945 - 107 chunks para usuario default-user
INFO 2025-06-25 11:19:47,100 SentenceTransformer 19920 14563700736 Use pytorch device_name: mps
INFO 2025-06-25 11:19:47,100 SentenceTransformer 19920 14563700736 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 11:19:50,059 enhanced_rag 19920 14563700736 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 11:19:50,065 enhanced_rag 19920 14563700736 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 11:19:51,102 enhanced_rag 19920 14563700736 Documento procesado: doc_20250625_111950 - 122 chunks para usuario default-user
INFO 2025-06-25 11:19:53,098 SentenceTransformer 19920 12924776448 Use pytorch device_name: mps
INFO 2025-06-25 11:19:53,098 SentenceTransformer 19920 12924776448 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 11:19:56,158 enhanced_rag 19920 12924776448 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 11:19:56,175 enhanced_rag 19920 12924776448 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 11:19:56,807 enhanced_rag 19920 12924776448 Documento procesado: doc_20250625_111956 - 122 chunks para usuario default-user
WARNING 2025-06-25 11:24:28,276 ai_service 19920 14731472896 Claude API key no configurada
INFO 2025-06-25 11:24:28,278 agent_manager 19920 14731472896 ✅ Tutor Agent inicializado
WARNING 2025-06-25 11:24:28,283 ai_service 19920 14731472896 Claude API key no configurada
INFO 2025-06-25 11:24:28,284 agent_manager 19920 14731472896 ✅ Evaluator Agent inicializado
WARNING 2025-06-25 11:24:28,289 ai_service 19920 14731472896 Claude API key no configurada
INFO 2025-06-25 11:24:28,289 agent_manager 19920 14731472896 ✅ Counselor Agent inicializado
WARNING 2025-06-25 11:24:28,295 ai_service 19920 14731472896 Claude API key no configurada
INFO 2025-06-25 11:24:28,295 agent_manager 19920 14731472896 ✅ Curriculum Agent inicializado
WARNING 2025-06-25 11:24:28,304 ai_service 19920 14731472896 Claude API key no configurada
INFO 2025-06-25 11:24:28,304 agent_manager 19920 14731472896 ✅ Analytics Agent inicializado
INFO 2025-06-25 11:24:28,304 agent_manager 19920 14731472896 AgentManager inicializado con 5 agentes
INFO 2025-06-25 11:24:28,314 SentenceTransformer 19920 14731472896 Use pytorch device_name: mps
INFO 2025-06-25 11:24:28,315 SentenceTransformer 19920 14731472896 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 11:24:34,580 enhanced_rag 19920 14731472896 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 11:24:34,631 enhanced_rag 19920 14731472896 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 11:24:34,641 conversation_memory 19920 14731472896 ConversationMemory inicializada para maría-gonzález/tutor
ERROR 2025-06-25 11:24:34,644 conversation_memory 19920 14731472896 Error obteniendo contexto: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 11:24:35,065 enhanced_rag 19920 14731472896 No se encontraron documentos para el usuario maría-gonzález
ERROR 2025-06-25 11:24:35,066 conversation_memory 19920 14731472896 Error obteniendo metadatos: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 11:24:35,066 agent_manager 19920 14731472896 Query routing: 'Resume los objetivos del Módulo 1 para primer grad...' -> curriculum (score: 0.3333333333333333)
INFO 2025-06-25 11:24:35,071 ai_service 19920 14731472896 Procesando consulta con OpenAI - Tokens: 989
INFO 2025-06-25 11:24:45,829 _client 19920 14731472896 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO 2025-06-25 11:24:45,849 ai_service 19920 14731472896 Consulta procesada exitosamente en 10.78s
INFO 2025-06-25 11:24:45,852 agent_manager 19920 14731472896 Interacción procesada - Agente: curriculum, Query: 'Resume los objetivos del Módulo 1 para primer grad...', Response time: 10.79s
INFO 2025-06-25 11:24:45,853 conversation_memory 19920 14731472896 ConversationMemory inicializada para maría-gonzález/curriculum
ERROR 2025-06-25 11:24:45,855 conversation_memory 19920 14731472896 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
ERROR 2025-06-25 11:24:45,857 conversation_memory 19920 14731472896 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
WARNING 2025-06-25 11:25:19,254 ai_service 19920 14763978752 Claude API key no configurada
INFO 2025-06-25 11:25:19,256 agent_manager 19920 14763978752 ✅ Tutor Agent inicializado
WARNING 2025-06-25 11:25:19,267 ai_service 19920 14763978752 Claude API key no configurada
INFO 2025-06-25 11:25:19,267 agent_manager 19920 14763978752 ✅ Evaluator Agent inicializado
WARNING 2025-06-25 11:25:19,275 ai_service 19920 14763978752 Claude API key no configurada
INFO 2025-06-25 11:25:19,275 agent_manager 19920 14763978752 ✅ Counselor Agent inicializado
WARNING 2025-06-25 11:25:19,283 ai_service 19920 14763978752 Claude API key no configurada
INFO 2025-06-25 11:25:19,283 agent_manager 19920 14763978752 ✅ Curriculum Agent inicializado
WARNING 2025-06-25 11:25:19,291 ai_service 19920 14763978752 Claude API key no configurada
INFO 2025-06-25 11:25:19,291 agent_manager 19920 14763978752 ✅ Analytics Agent inicializado
INFO 2025-06-25 11:25:19,291 agent_manager 19920 14763978752 AgentManager inicializado con 5 agentes
INFO 2025-06-25 11:25:19,294 SentenceTransformer 19920 14763978752 Use pytorch device_name: mps
INFO 2025-06-25 11:25:19,294 SentenceTransformer 19920 14763978752 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 11:25:22,710 enhanced_rag 19920 14763978752 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 11:25:22,734 enhanced_rag 19920 14763978752 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 11:25:22,736 conversation_memory 19920 14763978752 ConversationMemory inicializada para maría-gonzález/tutor
ERROR 2025-06-25 11:25:22,737 conversation_memory 19920 14763978752 Error obteniendo contexto: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 11:25:22,911 enhanced_rag 19920 14763978752 No se encontraron documentos para el usuario maría-gonzález
ERROR 2025-06-25 11:25:22,912 conversation_memory 19920 14763978752 Error obteniendo metadatos: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 11:25:22,912 agent_manager 19920 14763978752 Query routing: 'Explica un concepto clave del Módulo 3 para primer...' -> tutor (score: 1.0)
INFO 2025-06-25 11:25:22,920 ai_service 19920 14763978752 Procesando consulta con OpenAI - Tokens: 699
INFO 2025-06-25 11:25:28,949 _client 19920 14763978752 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO 2025-06-25 11:25:28,972 ai_service 19920 14763978752 Consulta procesada exitosamente en 6.06s
INFO 2025-06-25 11:25:28,972 agent_manager 19920 14763978752 Interacción procesada - Agente: tutor, Query: 'Explica un concepto clave del Módulo 3 para primer...', Response time: 6.06s
ERROR 2025-06-25 11:25:28,974 conversation_memory 19920 14763978752 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
ERROR 2025-06-25 11:25:28,974 conversation_memory 19920 14763978752 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 11:37:01,413 autoreload 19920 8413437696 /Users/eudesz/Documents/MySpace/Chat_agent_AI/Archivo/backend_project/urls.py changed, reloading.
INFO 2025-06-25 11:37:04,552 autoreload 23983 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 11:40:24,890 autoreload 23983 8413437696 /Users/eudesz/Documents/MySpace/Chat_agent_AI/Archivo/apps/agents/views.py changed, reloading.
INFO 2025-06-25 11:40:25,975 autoreload 24927 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 11:40:59,367 autoreload 24927 8413437696 /Users/eudesz/Documents/MySpace/Chat_agent_AI/Archivo/apps/agents/services/ai_service.py changed, reloading.
INFO 2025-06-25 11:41:00,590 autoreload 25050 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 12:01:21,098 autoreload 25050 8413437696 /Users/eudesz/Documents/MySpace/Chat_agent_AI/Archivo/documents/views.py changed, reloading.
INFO 2025-06-25 12:01:22,711 autoreload 30836 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 12:01:43,986 autoreload 30836 8413437696 /Users/eudesz/Documents/MySpace/Chat_agent_AI/Archivo/documents/views.py changed, reloading.
INFO 2025-06-25 12:01:45,697 autoreload 30998 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 12:01:52,952 autoreload 30998 8413437696 /Users/eudesz/Documents/MySpace/Chat_agent_AI/Archivo/documents/urls.py changed, reloading.
INFO 2025-06-25 12:01:53,820 autoreload 31063 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 12:05:19,116 autoreload 32216 8413437696 Watching for file changes with StatReloader
INFO 2025-06-25 12:08:13,149 autoreload 33225 8413437696 Watching for file changes with StatReloader
WARNING 2025-06-25 12:11:07,576 ai_service 33225 6171455488 Claude API key no configurada
INFO 2025-06-25 12:11:07,577 agent_manager 33225 6171455488 ✅ Tutor Agent inicializado
WARNING 2025-06-25 12:11:07,582 ai_service 33225 6171455488 Claude API key no configurada
INFO 2025-06-25 12:11:07,582 agent_manager 33225 6171455488 ✅ Evaluator Agent inicializado
WARNING 2025-06-25 12:11:07,591 ai_service 33225 6171455488 Claude API key no configurada
INFO 2025-06-25 12:11:07,591 agent_manager 33225 6171455488 ✅ Counselor Agent inicializado
WARNING 2025-06-25 12:11:07,597 ai_service 33225 6171455488 Claude API key no configurada
INFO 2025-06-25 12:11:07,597 agent_manager 33225 6171455488 ✅ Curriculum Agent inicializado
WARNING 2025-06-25 12:11:07,605 ai_service 33225 6171455488 Claude API key no configurada
INFO 2025-06-25 12:11:07,605 agent_manager 33225 6171455488 ✅ Analytics Agent inicializado
INFO 2025-06-25 12:11:07,605 agent_manager 33225 6171455488 AgentManager inicializado con 5 agentes
INFO 2025-06-25 12:11:07,670 SentenceTransformer 33225 6171455488 Use pytorch device_name: mps
INFO 2025-06-25 12:11:07,682 SentenceTransformer 33225 6171455488 Load pretrained SentenceTransformer: all-MiniLM-L6-v2
INFO 2025-06-25 12:11:11,108 enhanced_rag 33225 6171455488 Modelo de embeddings cargado: all-MiniLM-L6-v2
INFO 2025-06-25 12:11:12,137 enhanced_rag 33225 6171455488 ChromaDB inicializado en: ./chroma_db
INFO 2025-06-25 12:11:12,139 conversation_memory 33225 6171455488 ConversationMemory inicializada para demo-user/tutor
ERROR 2025-06-25 12:11:12,149 conversation_memory 33225 6171455488 Error obteniendo contexto: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 12:11:12,694 enhanced_rag 33225 6171455488 No se encontraron documentos para el usuario demo-user
ERROR 2025-06-25 12:11:12,695 conversation_memory 33225 6171455488 Error obteniendo metadatos: Error 61 connecting to localhost:6379. Connection refused.
INFO 2025-06-25 12:11:12,695 agent_manager 33225 6171455488 Query routing: 'Resume los objetivos de la guía de 1er Grado...' -> curriculum (score: 0.3333333333333333)
INFO 2025-06-25 12:11:12,701 ai_service 33225 6171455488 Procesando consulta con OpenAI - Tokens: 990
INFO 2025-06-25 12:11:24,687 _client 33225 6171455488 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO 2025-06-25 12:11:24,702 ai_service 33225 6171455488 Consulta procesada exitosamente en 12.01s
INFO 2025-06-25 12:11:24,703 agent_manager 33225 6171455488 Interacción procesada - Agente: curriculum, Query: 'Resume los objetivos de la guía de 1er Grado...', Response time: 12.01s
INFO 2025-06-25 12:11:24,704 conversation_memory 33225 6171455488 ConversationMemory inicializada para demo-user/curriculum
ERROR 2025-06-25 12:11:24,707 conversation_memory 33225 6171455488 Error agregando mensaje: Error 61 connecting to localhost:6379. Connection refused.
